year,make,model,trim,exterior_color,interior_color,drivetrain,fuel_type,transmission,mileage,in_accident,1_owner,personal_used,price
2012,Acura,MDX,3.7L Advance,Aspen White Pearl,Umber,All-wheel Drive,Gasoline,6-Speed Automatic,194989,TRUE,FALSE,TRUE,10995
2016,Acura,ILX,Technology Plus Package,Catalina Blue Pearl,Graystone,Front-wheel Drive,Gasoline,Automatic,68724,TRUE,FALSE,TRUE,16995
2018,Acura,TLX,FWD,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,114597,FALSE,FALSE,FALSE,17995
2016,Acura,TLX,Tech,White,Graystone,Front-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,72048,TRUE,FALSE,TRUE,17995
2016,Acura,ILX,Premium & A-SPEC Packages,Bellanova White Pearl,Ebony,Front-wheel Drive,Gasoline,Automatic,188321,FALSE,TRUE,TRUE,14995
2015,Acura,RLX,Advance Package,Crystal Black Pearl,Ebony,Front-wheel Drive,Gasoline,Automatic,58134,TRUE,FALSE,TRUE,21899
2017,Acura,MDX,3.5L w/Technology Package,Modern Steel Metallic,Graystone,All-wheel Drive,Gasoline,9-Speed Automatic,45467,FALSE,FALSE,TRUE,28799
2019,Acura,RDX,A-Spec,Silver Gray,Red,All-wheel Drive,Gasoline,10-Speed Automatic,51304,FALSE,FALSE,FALSE,35992
2016,Acura,TLX,V6,Crystal Black Pearl,Ebony,Front-wheel Drive,Gasoline,9-Speed Automatic,71548,FALSE,FALSE,FALSE,17395
2022,Acura,RDX,Technology Package,Majestic Black Pearl,Ebony,Front-wheel Drive,Gasoline,10-Speed Automatic,4307,FALSE,TRUE,FALSE,42995
2022,Acura,RDX,A-Spec Advance Package,Apex Blue Pearl,Red,All-wheel Drive,Gasoline,10-Speed Automatic,4436,FALSE,TRUE,FALSE,49695
2020,Acura,MDX,3.5L w/Technology Package,Fathom Blue Pearl,Parchment,Front-wheel Drive,Gasoline,9-Speed Automatic,46995,FALSE,TRUE,TRUE,34995
2020,Acura,MDX,3.5L w/Technology Package,Platinum White Pearl,Graystone,Front-wheel Drive,Gasoline,9-Speed Automatic,39711,FALSE,TRUE,FALSE,36795
2016,Acura,MDX,3.5L,White Diamond Pearl,Ebony,All-wheel Drive,Gasoline,9-Speed Automatic,70388,FALSE,FALSE,TRUE,24995
2020,Acura,MDX,3.5L w/Technology Package,Platinum White Pearl,Ebony,Front-wheel Drive,Gasoline,9-Speed Automatic,34776,FALSE,TRUE,TRUE,36895
2017,Acura,MDX,3.5L,Gray,GRAY,Front-wheel Drive,Gasoline,Automatic,46714,TRUE,FALSE,FALSE,28980
2020,Acura,MDX,3.5L,Platinum White Pearl,Ebony,Front-wheel Drive,Gasoline,9-Speed Automatic,47525,FALSE,TRUE,TRUE,36995
2020,Acura,TLX,A-Spec,Platinum White Pearl,Ebony,Front-wheel Drive,Gasoline,9-Speed Automatic,43175,FALSE,TRUE,TRUE,33995
2020,Acura,ILX,Premium Package,White,Ebony,Front-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,56048,FALSE,TRUE,TRUE,25995
2021,Acura,RDX,A-Spec,Majestic Black Pearl,Ebony,Front-wheel Drive,Gasoline,10-Speed Automatic,42934,FALSE,TRUE,TRUE,39795
2018,Acura,ILX,Base,Gray,Ebony,Front-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,29997,FALSE,TRUE,TRUE,23488
2011,Acura,MDX,3.7L Technology,Blue,Light Gray,All-wheel Drive,Gasoline,6-Speed Automatic,128399,FALSE,TRUE,TRUE,14495
2011,Acura,TL,3.5,Gray,Light Gray,FWD,Gasoline,5-Speed Automatic,125817,FALSE,TRUE,TRUE,12495
2015,Acura,TLX,V6 Advance,Crystal Black Pearl,Espresso,All-wheel Drive,Gasoline,9-Speed Automatic,104366,TRUE,FALSE,TRUE,18190
2020,Acura,MDX,3.5L,Platinum White,Ebony,Front-wheel Drive,Gasoline,Automatic,29854,FALSE,TRUE,TRUE,36185
2014,Acura,TL,3.5,GRAY,BLACK,Front-wheel Drive,Gasoline,Automatic,97075,TRUE,FALSE,TRUE,14795
2011,Acura,MDX,3.7L Technology,Gray,Ebony,AWD,Gasoline,6-Speed Automatic,116746,TRUE,TRUE,TRUE,13995
2020,Acura,TLX,V6,White,Ebony,Front-wheel Drive,Gasoline,9-Speed Automatic,56001,FALSE,TRUE,TRUE,25995
2022,Acura,MDX,A-Spec,Granite,Ebony,All-wheel Drive,Gasoline,10-Speed Automatic,18671,FALSE,TRUE,TRUE,53955
2021,Acura,RDX,Advance Package,Platinum White Pearl,Ebony,All-wheel Drive,Gasoline,10-Speed Automatic,19054,TRUE,TRUE,TRUE,44497
2011,Acura,MDX,3.7L,Gray,Ebony,All-wheel Drive,Gasoline,6-Speed Automatic,40137,FALSE,TRUE,TRUE,17912
2014,Acura,TL,3.5 Special Edition,Silver,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,68829,FALSE,FALSE,TRUE,15990
2012,Acura,TL,3.5 Advance,Bellanova White Pearl,Ebony,Front-wheel Drive,Gasoline,6-Speed Automatic,93354,FALSE,FALSE,TRUE,15590
2020,Acura,TLX,Technology,Platinum White Pearl,Parchment,Front-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,56317,TRUE,TRUE,FALSE,26899
2016,Acura,ILX,Premium & A-SPEC Packages,Bellanova White Pearl,Ebony,Front-wheel Drive,Gasoline,Automatic,75647,FALSE,FALSE,TRUE,20499
2012,Acura,MDX,3.7L,Polished Metal Metallic,Ebony,All-wheel Drive,Gasoline,6-Speed Automatic,164635,FALSE,FALSE,FALSE,10900
2020,Acura,MDX,3.5L,Premium White,Parchment,Front-wheel Drive,Gasoline,Automatic,36520,TRUE,TRUE,TRUE,33773
2020,Acura,MDX,3.5L,Performance Red,Parchment,All-wheel Drive,Gasoline,Automatic,19678,FALSE,TRUE,TRUE,42691
2016,Acura,TLX,FWD,Gray,Ebony,Front-wheel Drive,Gasoline,Automatic,94101,FALSE,TRUE,TRUE,18595
2019,Acura,MDX,3.5L,Platinum White,Parchment,All-wheel Drive,Gasoline,Automatic,48169,FALSE,TRUE,TRUE,37358
2020,Acura,ILX,Premium Package,Premium White,Graystone,Front-wheel Drive,Gasoline,Automatic,21694,FALSE,TRUE,TRUE,30699
2021,Acura,TLX,A-Spec,Ebony,Ebony,Front-wheel Drive,Gasoline,Automatic,33748,FALSE,TRUE,TRUE,39193
2021,Acura,RDX,Base,Platinum White,Ebony,Front-wheel Drive,Gasoline,Automatic,32615,FALSE,TRUE,TRUE,34956
2022,Acura,ILX,Premium & A-SPEC Packages,Black,Red,Front-wheel Drive,Gasoline,Automatic,8136,FALSE,TRUE,TRUE,33481
2021,Acura,TLX,A-Spec,Performance Red Pearl,Ebony,All-wheel Drive,Gasoline,10-Speed Automatic,26097,TRUE,TRUE,TRUE,38999
2017,Acura,ILX,Premium Package,Lunar Silver Metallic,Graystone,Front-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,77202,TRUE,FALSE,TRUE,16999
2020,Acura,RDX,Base,Majestic Black Pearl,Ebony,Front-wheel Drive,Gasoline,10-Speed Automatic,32245,FALSE,FALSE,TRUE,33664
2022,Acura,MDX,Type S w/Advance Package,Apex Blue Pearl,Ebony,All-wheel Drive,Gasoline,10-Speed Automatic,7874,FALSE,TRUE,TRUE,66900
2014,Acura,RDX,Base,Silver,Ebony,Front-wheel Drive,Gasoline,6-Speed Automatic,67397,FALSE,FALSE,TRUE,19989
2015,Acura,RDX,Technology Package,Graphite Luster Metallic,Ebony,Front-wheel Drive,Gasoline,6-Speed Automatic,102140,TRUE,FALSE,TRUE,16999
2015,Acura,RDX,Base,Black,Ebony,Front-wheel Drive,Gasoline,6-Speed Automatic,90709,FALSE,FALSE,TRUE,17999
2015,Acura,RDX,Technology Package,White Diamond Pearl,Tan,Front-wheel Drive,Gasoline,6-Speed A/T,50154,FALSE,FALSE,FALSE,22777
2015,Acura,RDX,Base,Silver,Ebony,Front-wheel Drive,Gasoline,6-Speed Automatic,103187,FALSE,FALSE,TRUE,15999
2009,Acura,RL,Technology,White,Tan,All-wheel Drive,Gasoline,5-Speed Automatic,113000,FALSE,FALSE,TRUE,10995
2005,Acura,RL,3.5,Silver,Gray,All-wheel Drive,Gasoline,5-Speed Automatic,140000,FALSE,FALSE,TRUE,7995
2005,Acura,RL,3.5,Nighthawk Black Pearl,Ebony,All-wheel Drive,Gasoline,Automatic,100969,TRUE,TRUE,TRUE,5990
2020,Audi,A5,2.0T Premium,Florett Silver Metallic,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,19715,FALSE,TRUE,TRUE,38995
2021,Audi,A4,40 Premium,Glacier White Metallic,Atlas Beige,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,18883,FALSE,TRUE,TRUE,30980
2016,Audi,TTS,2.0T quattro,Brilliant Black,Express Red,All-wheel Drive,Gasoline,6-Speed Automatic with Auto-Shift,58743,FALSE,FALSE,TRUE,33494
2019,Audi,A4 allroad,2.0T Premium,Ibis White,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,34765,FALSE,TRUE,TRUE,32350
2020,Audi,A4,40 Premium Plus,Terra Gray Metallic,Atlas Beige,Front-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,20963,FALSE,TRUE,TRUE,30265
2002,Audi,A4,1.8T quattro,Gray,Black,All-wheel Drive,Gasoline,5-Speed Manual,144332,TRUE,TRUE,TRUE,6995
2020,Audi,S6,2.9T Premium Plus,Daytona Gray Pearl Effect,Black,All-wheel Drive,Gasoline,8-Speed Automatic,26650,FALSE,FALSE,TRUE,61499
2019,Audi,A6,55 Prestige,Brilliant Black,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,17719,FALSE,TRUE,TRUE,44558
2019,Audi,S4,3.0T Prestige,Glacier White Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,8163,FALSE,TRUE,TRUE,45777
2018,Audi,S4,3.0T Prestige,Daytona Gray Pearl Effect,Black,All-wheel Drive,Gasoline,8-Speed Automatic,82255,FALSE,FALSE,TRUE,29990
2019,Audi,Q7,55 Prestige,Samurai Gray Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,47327,FALSE,FALSE,TRUE,44309
2021,Audi,SQ7,4.0T Premium Plus,Navarra Blue Metallic,Rotor Gray,All-wheel Drive,Gasoline,8-Speed Automatic,42631,FALSE,TRUE,TRUE,69980
2022,Audi,A5,45 Premium,Mythos Black Metallic w/ Black Roof,Okapi Brown,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,10172,FALSE,TRUE,TRUE,43000
2019,Audi,Q8,3.0T Premium,Florett Silver Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,29055,FALSE,TRUE,TRUE,49978
2012,Audi,A7,3.0T Prestige quattro,Brown,Tan,All-wheel Drive,Gasoline,8-Speed Automatic,84115,TRUE,FALSE,TRUE,17795
2019,Audi,SQ5,3.0T Prestige,Daytona Gray Pearl Effect,Black,All-wheel Drive,Gasoline,8-Speed Automatic,77542,FALSE,TRUE,TRUE,38998
2021,Audi,A7,55 Premium,Firmament Blue Metallic,Black,All-wheel Drive,Gasoline,7-Speed Automatic S tronic,25558,TRUE,TRUE,TRUE,58999
2022,Audi,Q8,55 Premium,Mythos Black Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3042,FALSE,TRUE,FALSE,61890
2021,Audi,S4,3.0T Premium Plus,Ibis White,Black,All-wheel Drive,Gasoline,8-Speed Automatic,4012,FALSE,TRUE,TRUE,49891
2016,Audi,A4,2.0T Premium,Ibis White,Black,All-wheel Drive,E85 Flex Fuel,8-Speed Automatic,41828,FALSE,FALSE,TRUE,21698
2022,Audi,RS 6 Avant,4.0T quattro,Mythos Black Metallic,Black / Express Red,All-wheel Drive,Gasoline,Automatic,4548,FALSE,TRUE,TRUE,139893
2020,Audi,Q5 e,55 Premium,Turbo Blue,Black,All-wheel Drive,Hybrid,7-Speed Automatic with Auto-Shift,31144,FALSE,TRUE,TRUE,37890
2016,Audi,A7,3.0T Prestige,Mythos Black Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,46998,FALSE,TRUE,TRUE,35894
2017,Audi,RS 7,4.0T Prestige,Nardo Gray,Black,All-wheel Drive,Gasoline,8-Speed Automatic,44953,TRUE,FALSE,TRUE,65300
2016,Audi,S6,Premium Plus,Brilliant Black,Black,All-wheel Drive,Gasoline,Automatic,85691,FALSE,FALSE,FALSE,24900
2017,Audi,R8,V10,Mythos Black Metallic,Black,All-wheel Drive,Gasoline,Automatic,43160,FALSE,FALSE,TRUE,133000
2017,Audi,R8,5.2 quattro,Camouflage Green Metallic,Black / Silver,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,19076,FALSE,FALSE,TRUE,142200
2017,Audi,A4 allroad,2.0T Premium,Argus Brown Metallic,Atlas Beige / Gray,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,72027,FALSE,FALSE,TRUE,27865
2019,Audi,A7,3.0T Premium Plus,Mythos Black Metallic,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,25617,FALSE,FALSE,TRUE,47985
2020,Audi,Q5 e,55 Premium,Florett Silver Metallic,Black,All-wheel Drive,Hybrid,7-Speed Automatic with Auto-Shift,43629,FALSE,TRUE,TRUE,39498
2016,Audi,A6,2.0T Premium Plus,Silver,Black,Front-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,47542,FALSE,FALSE,TRUE,22388
2016,Audi,A4,2.0T Premium Plus,Gray,Black,Front-wheel Drive,Gasoline,Automatic CVT,86155,TRUE,FALSE,TRUE,14698
2021,Audi,A6,45 quattro Sport Premium,Firmament Blue Metallic,Pearl Beige,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,18242,FALSE,TRUE,TRUE,42998
2015,Audi,A4,2.0T Premium,Gray,Black,All-wheel Drive,E85 Flex Fuel,8-Speed Automatic,57443,FALSE,TRUE,TRUE,19998
2021,Audi,Q5,45 Premium,Florett Silver Metallic,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,15968,FALSE,FALSE,FALSE,39252
2021,Audi,Q7,55 Premium Plus,Florett Silver Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,34567,FALSE,TRUE,FALSE,48750
2019,Audi,A7,3.0T quattro Premium,Firmament Blue Metallic,Pearl Beige,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,33290,FALSE,TRUE,TRUE,48852
2020,Audi,A4,40 Premium,Ibis White,Black,Front-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,29312,TRUE,TRUE,TRUE,28499
2017,Audi,A3 e-tron,1.4T Premium,Glacier White Metallic,Chestnut Brown,Front-wheel Drive,Hybrid,6-Speed Automatic with Auto-Shift,97944,FALSE,FALSE,TRUE,17990
2019,Audi,A7,3.0T Prestige,Mythos Black Metallic,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,43119,FALSE,TRUE,TRUE,46900
2022,Audi,Q4 e-tron,50 Premium,Pebble Gray,Black,All-wheel Drive,Gasoline,1-Speed Automatic,7413,FALSE,TRUE,TRUE,56900
2022,Audi,A6 allroad,55 quattro Premium Plus,Glacier White Metallic,Black,All-wheel Drive,Gasoline,7-Speed Automatic,10270,FALSE,TRUE,TRUE,67975
2022,Audi,A4,40 Premium Plus,Navarra Blue Metallic,Rock Gray,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,7353,FALSE,TRUE,FALSE,36900
2022,Audi,SQ5,3.0T Premium,Mythos Black Metallic,Rotor Gray,All-wheel Drive,Gasoline,Automatic,2918,FALSE,TRUE,FALSE,52900
2022,Audi,A4,40 Premium Plus,Mythos Black Metallic,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,6916,FALSE,TRUE,FALSE,36690
2020,Audi,S3,2.0T S line quattro Premium,Brilliant Black,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,16949,FALSE,TRUE,TRUE,37900
2022,Audi,A4,45 S line Premium Plus,Glacier White Metallic,Atlas Beige,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,5598,FALSE,TRUE,TRUE,39985
2014,Audi,S6,4.0T Prestige quattro,Black Pearl,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,61598,TRUE,FALSE,TRUE,29399
2017,Audi,A5,Sport,Daytona Gray Pearl Effect/Black Roof,Black,All-wheel Drive,E85 Flex Fuel,Automatic,40814,TRUE,FALSE,TRUE,29798
2021,Audi,SQ5,3.0T Premium,Glacier White Metallic,Magma Red,All-wheel Drive,Gasoline,8-Speed Automatic,32860,TRUE,TRUE,TRUE,46975
2020,Audi,S6,2.9T Premium Plus,Glacier White Metallic,Arras Red,All-wheel Drive,Gasoline,8-Speed Automatic,21404,FALSE,TRUE,TRUE,59950
2021,Audi,A6,45 Sport Premium,Brilliant Black,Black,All-wheel Drive,Gasoline,7-Speed Automatic,12355,FALSE,TRUE,TRUE,42950
2021,Audi,RS 6 Avant,4.0T quattro,Glacier White Metallic,Black / Express Red,All-wheel Drive,Gasoline,8-Speed Automatic,14538,FALSE,TRUE,TRUE,116900
2022,Audi,A4,40 Premium Plus,Brilliant Black,Rock Gray,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,6798,FALSE,TRUE,FALSE,36799
2020,Audi,A7,55 Premium,Mythos Black Metallic,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,12521,FALSE,TRUE,TRUE,53900
2022,Audi,A4,45 S line Premium Plus,Navarra Blue Metallic,Rock Gray,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,2814,FALSE,TRUE,FALSE,39699
2021,Audi,A4 allroad,45 quattro Premium,Florett Silver Metallic,Okapi Brown,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,11390,FALSE,TRUE,TRUE,46775
2019,Audi,SQ5,3.0T Premium,Mythos Black Metallic,Rotor Gray,All-wheel Drive,Gasoline,8-Speed Automatic,28112,TRUE,TRUE,TRUE,39896
2020,Audi,S3,2.0T S line quattro Premium,Brilliant Black,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,28101,FALSE,TRUE,TRUE,36299
2018,Audi,A7,3.0T Premium Plus,Mythos Black Metallic,Black / Korso Red,All-wheel Drive,Gasoline,8-Speed Automatic,17590,FALSE,FALSE,TRUE,42649
2020,Audi,Q8,55 Premium Plus,Orca Black Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,33086,FALSE,TRUE,TRUE,53500
2020,Audi,A7,55 Premium,Florett Silver Metallic,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,31927,FALSE,TRUE,TRUE,48850
2022,Audi,SQ5,3.0T Premium,Mythos Black Metallic,Rotor Gray,All-wheel Drive,Gasoline,Automatic,4805,FALSE,TRUE,FALSE,52599
2018,Audi,S4,3.0T Premium Plus,Navarra Blue Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,59178,FALSE,FALSE,TRUE,33919
2019,Audi,S4,3.0T Premium Plus,Quantum Gray,Magma Red,All-wheel Drive,Gasoline,8-Speed Automatic,89688,FALSE,TRUE,TRUE,31999
2012,Audi,A7,3.0T Prestige quattro,Quartz Gray Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,66971,FALSE,FALSE,TRUE,19999
2022,Audi,S5,3.0T Premium Plus,Glacier White Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,9874,FALSE,TRUE,TRUE,57500
2020,Audi,S6,2.9T Premium Plus,Glacier White Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,16487,FALSE,TRUE,TRUE,65788
2022,Audi,A4,40 Premium,Terra Gray Metallic,Okapi Brown,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,11694,FALSE,TRUE,FALSE,34788
2019,Audi,A8,L 55,Glacier White Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,21058,FALSE,FALSE,FALSE,52788
2020,Audi,Q5,40 Premium Plus,Manhattan Gray Metallic,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,39234,FALSE,TRUE,TRUE,35788
2020,Audi,Q5,45 Titanium Premium Plus,Moonlight Blue Metallic,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,32009,FALSE,TRUE,TRUE,37688
2021,Audi,RS 7,4.0T quattro,Glacier White Metallic,Black / Express Red,All-wheel Drive,Gasoline,8-Speed Automatic,12867,FALSE,FALSE,TRUE,117988
2022,Audi,A3,Prestige,Florett Silver Metallic,Black,All-wheel Drive,Gasoline,Automatic,2912,FALSE,TRUE,FALSE,39998
2021,Audi,A4,40 Premium Plus,Florett Silver Metallic,Black,All-wheel Drive,Gasoline,7-Speed Automatic,20786,FALSE,TRUE,FALSE,35988
2022,Audi,Q5,45 S line Premium Plus,Ibis White,Black,All-wheel Drive,Gasoline,Automatic,8903,FALSE,TRUE,FALSE,45988
2020,Audi,Q5 e,55 Premium,Manhattan Gray Metallic,Black,All-wheel Drive,Hybrid,7-Speed Automatic with Auto-Shift,31843,FALSE,TRUE,TRUE,44731
2019,Audi,RS 5,2.9T,Nardo Gray,Black / Crescendo Red,All-wheel Drive,Gasoline,8-Speed Automatic,49470,FALSE,TRUE,TRUE,58305
2021,Audi,A6,45 quattro Sport Premium,Mythos Black Metallic,Okapi Brown,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,18558,FALSE,TRUE,FALSE,43788
2020,Audi,A4,40 Premium,Brilliant Black,Black,Front-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,32442,FALSE,TRUE,TRUE,29988
2019,Audi,S5,3.0T Premium Plus,Mythos Black Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,30466,FALSE,TRUE,TRUE,43829
2021,Audi,A7,55 Premium,Glacier White Metallic,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,12580,FALSE,FALSE,TRUE,63978
2021,Audi,A7,55 Premium Plus,Daytona Gray Pearl Effect,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,12226,FALSE,TRUE,TRUE,69888
2015,Audi,A5,2.0T Premium Plus,Gray,Black,All-wheel Drive,E85 Flex Fuel,8-Speed Automatic,93880,TRUE,FALSE,TRUE,13997
2019,Audi,Q8,3.0T Premium,Orca Black Metallic,Black,All-wheel Drive,Hybrid,8-Speed Automatic,11907,FALSE,FALSE,TRUE,57994
2019,Audi,TT RS,2.5T quattro,Mythos Black Metallic,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,24247,FALSE,TRUE,TRUE,59998
2017,Audi,TT,2.0T,Monsoon Gray Metallic,Black,All-wheel Drive,Gasoline,6-Speed Automatic with Auto-Shift,14949,TRUE,FALSE,TRUE,37995
2014,Audi,A6,2.0T Premium Plus quattro,Blue,Black,All-wheel Drive,Gasoline,8-Speed Automatic,88345,FALSE,FALSE,TRUE,18998
2016,Audi,S8,4.0T quattro,Mythos Black Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,50262,FALSE,FALSE,FALSE,48993
2022,Audi,A4,45 S line Premium Plus,Daytona Gray Pearl Effect,Okapi Brown,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,14779,FALSE,TRUE,TRUE,38491
2019,Audi,S5,3.0T Premium Plus,Glacier White Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,26534,TRUE,TRUE,TRUE,45994
2019,Audi,S5,3.0T Premium Plus,Glacier White Metallic,Magma Red,All-wheel Drive,Gasoline,8-Speed Automatic,33957,FALSE,FALSE,TRUE,43994
2021,Audi,S6,2.9T Premium Plus,Mythos Black Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,14818,FALSE,FALSE,TRUE,67494
2019,Audi,A4,2.0T Premium Plus,Brilliant Black,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,18457,TRUE,TRUE,TRUE,30994
2013,Audi,S8,4.0T quattro,Phantom Black Pearl,Black,All-wheel Drive,Gasoline,8-Speed Automatic,98096,FALSE,FALSE,TRUE,25990
2016,Audi,Q5,2.0T Premium,Scuba Blue Metallic,Black,All-wheel Drive,E85 Flex Fuel,8-Speed Automatic,88598,FALSE,FALSE,TRUE,16995
2019,Audi,RS 3,2.5T,Ara Blue Crystal Effect,Black / Crescendo Red,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,18611,FALSE,TRUE,TRUE,55995
2019,Audi,Q7,55 Premium Plus,Samurai Gray Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,20973,FALSE,TRUE,TRUE,43500
2019,Audi,A4,2.0T Titanium Premium,Glacier White Metallic,Atlas Beige / Gray,Front-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,22525,FALSE,TRUE,TRUE,25450
2001,Audi,TT,quattro,Silver,Gray,All-wheel Drive,Gasoline,6-Speed Manual,112001,FALSE,FALSE,TRUE,11995
2019,Audi,e-tron,Premium Plus,Glacier White Metallic,Pearl Beige,All-wheel Drive,Electric,1-Speed Automatic,31193,FALSE,FALSE,TRUE,46990
2019,Audi,Q8,3.0T Premium Plus,Orca Black Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,46059,FALSE,FALSE,TRUE,50500
2021,Audi,Q8,55 Premium,Glacier White Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,31079,FALSE,TRUE,TRUE,53992
2022,Audi,SQ5,3.0T Premium Plus,Florett Silver Metallic,Black,All-wheel Drive,Gasoline,Automatic,4249,FALSE,TRUE,TRUE,53884
2018,Audi,Q5,2.0T Tech Premium,Moonlight Blue Metallic,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,47905,FALSE,TRUE,TRUE,28995
2015,Audi,A5,2.0T Premium Plus,Cuvee Silver Metallic,Beige / Black,All-wheel Drive,Gasoline,6-Speed Manual,76110,TRUE,FALSE,FALSE,19499
2016,Audi,Q5,2.0T Premium,Scuba Blue Metallic,Black,All-wheel Drive,E85 Flex Fuel,8-Speed Automatic,101296,FALSE,FALSE,TRUE,16551
2018,Audi,Q5,2.0T Premium,Manhattan Gray Metallic,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,40788,TRUE,FALSE,FALSE,25998
2018,Audi,R8,5.2 quattro,Daytona Gray Pearl Effect w/ Black Roof,Black / Express Red,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,20380,FALSE,TRUE,TRUE,149997
2015,Audi,RS 5,4.2,Panther Black,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,44725,FALSE,FALSE,TRUE,40995
2019,Audi,Q8,3.0T Premium,Florett Silver Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,25631,FALSE,TRUE,TRUE,53995
2009,Audi,A4,2.0T Premium quattro,Ice Silver Metallic,Black,All-wheel Drive,Gasoline,Automatic,105712,FALSE,FALSE,TRUE,9297
2021,Audi,A4,40 Premium Plus,Mythos Black Metallic,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,14932,FALSE,FALSE,FALSE,34390
2018,Audi,Q5,2.0T Tech Premium,Manhattan Gray Metallic,Nougat Brown / Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,58250,FALSE,FALSE,TRUE,24388
2019,Audi,Q8,3.0T Premium,Glacier White Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,31983,FALSE,TRUE,TRUE,49894
